fecha,maxima,minima,tmedia
1972-11-03,18.6,11.4,15
1973-11-03,22.6,15.4,19
1974-11-03,19.6,11.4,15.5
1975-11-03,21.8,11.6,16.7
1976-11-03,18.4,14.4,16.4
1977-11-03,23.6,11.2,17.4
1978-11-03,21.2,9.6,15.4
1979-11-03,20.8,11.4,16.1
1980-11-03,20.4,11.6,16
1981-11-03,23.2,10.4,16.8
1982-11-03,20.8,16.8,18.8
1983-11-03,17.6,15.8,16.7
1984-11-03,20,9.8,14.9
1985-11-03,23.8,14,18.9
1986-11-03,23.6,11.4,17.5
1987-11-03,19.8,14.8,17.3
1988-11-03,22.6,15,18.8
1989-11-03,21.6,14.8,18.2
1990-11-03,18.2,7.8,13
1991-11-03,20.2,10.4,15.3
1992-11-03,22.6,12,17.3
1993-11-03,17,11,14
1994-11-03,21.4,13.8,17.6
1995-11-03,28,18.4,23.2
1996-11-03,19.6,10.2,14.9
1997-11-03,24.2,16.6,20.4
1998-11-03,23.6,17.2,20.4
1999-11-03,21.4,12,16.7
2000-11-03,21.2,12,16.6
2001-11-03,21.4,16,18.7
2002-11-03,27.8,17.2,22.5
2003-11-03,18.4,11.2,14.8
2004-11-03,19.6,9.4,14.5
2005-11-03,20.2,11.6,15.9
2006-11-03,23.4,18,20.7
2007-11-03,21.2,17.9,19.6
2008-11-03,16.2,10.4,13.3
2009-11-03,26.4,17.8,22.1
2010-11-03,24,11,17.5
2011-11-03,20.2,17.4,18.8
2012-11-03,19,15.8,17.4
2013-11-03,28.5,11.4,20
2014-11-03,25,14.2,19.6
2015-11-03,22,14.9,18.4
2016-11-03,24.5,13.8,19.2
2017-11-03,23.3,16.3,19.8
2018-11-03,21,12.5,16.8
1950-11-04,27.2,13.4,20.3
1951-11-04,23.5,8.7,16.1
1952-11-04,20.6,9.2,14.9
1953-11-04,20.2,11.5,15.8
1954-11-04,20.6,15.2,17.9
1955-11-04,20,16.4,18.2
1956-11-04,22,9,15.5
1957-11-04,19.6,7.6,13.6
1958-11-04,22,13.2,17.6
1959-11-04,20,13.4,16.7
1960-11-04,20.6,11.6,16.1
1962-11-04,20,14.6,17.3
1963-11-04,18.6,13.4,16
1964-11-04,17.2,14,15.6
1965-11-04,19,13,16
1966-11-04,17.6,8.6,13.1
1967-11-04,22.6,10,16.3
1968-11-04,21,12.4,16.7
1969-11-04,21,11.4,16.2
1970-11-04,22.6,10,16.3
1971-11-04,21.8,13.4,17.6
1972-11-04,18.6,11.2,14.9
1973-11-04,22.4,12.4,17.4
1974-11-04,21.6,8.8,15.2
1975-11-04,20,9.2,14.6
1976-11-04,20.6,15.8,18.2
1977-11-04,25.4,18,21.7
1978-11-04,20.4,11.2,15.8
1979-11-04,20.4,9.4,14.9
1980-11-04,19.2,11.6,15.4
1981-11-04,22.4,10.8,16.6
1982-11-04,21.8,13.2,17.5
1983-11-04,19.4,15.4,17.4
1984-11-04,20.2,8.4,14.3
1985-11-04,23.6,13,18.3
1986-11-04,21.6,12.4,17
1987-11-04,19.4,13.2,16.3
1988-11-04,23.2,15,19.1
1989-11-04,20.4,10.8,15.6
1990-11-04,18.8,5.8,12.3
1991-11-04,24.4,14.2,19.3
1992-11-04,22,9.2,15.6
1993-11-04,18.4,9.8,14.1
1994-11-04,18,10.2,14.1
1995-11-04,30.4,16.6,23.5
1996-11-04,19.6,9.4,14.5
1997-11-04,25,15.8,20.4
1998-11-04,25.6,13.8,19.7
1999-11-04,21.2,15.2,18.2
2000-11-04,21,10.4,15.7
2001-11-04,18.6,15.6,17.1
2002-11-04,28.4,20.2,24.3
2003-11-04,19.4,10.4,14.9
2004-11-04,21.2,15,18.1
2005-11-04,22,15.4,18.7
2006-11-04,20.4,18.6,19.5
2007-11-04,21.4,14.2,17.8
2008-11-04,18,8.2,13.1
2009-11-04,24,17.4,20.7
2010-11-04,21.8,9.4,15.6
2011-11-04,17.6,12.8,15.2
2012-11-04,25.2,17.8,21.5
2013-11-04,21.5,16.9,19.2
2014-11-04,21.3,13,17.2
2015-11-04,23.5,15.8,19.6
2016-11-04,24.3,18.7,21.5
2017-11-04,22.1,15.6,18.8
2018-11-04,21.5,9.9,15.7
1950-11-05,25.4,14.6,20
1951-11-05,22.4,9,15.7
1952-11-05,20.4,13,16.7
1953-11-05,21.6,12.4,17
1954-11-05,20,14,17
1955-11-05,18,16,17
1956-11-05,19.2,10.6,14.9
1957-11-05,18.6,16,17.3
1958-11-05,20.2,14,17.1
1959-11-05,20.8,14.8,17.8
1960-11-05,19.2,14,16.6
1962-11-05,22.6,12,17.3
1963-11-05,17,14,15.5
1964-11-05,17.6,15.6,16.6
1965-11-05,17.6,12.4,15
1966-11-05,17.4,12.4,14.9
1967-11-05,19,14,16.5
1968-11-05,20,13.6,16.8
1969-11-05,21.6,11.8,16.7
1970-11-05,21.4,6.6,14
1971-11-05,22.6,13,17.8
1972-11-05,15.4,11,13.2
1973-11-05,19.2,15.2,17.2
1974-11-05,21,9.4,15.2
1975-11-05,19.6,6.8,13.2
1976-11-05,22,11,16.5
1977-11-05,23.6,13,18.3
1978-11-05,21.4,12.8,17.1
1979-11-05,19.8,9.8,14.8
1980-11-05,20.8,11.4,16.1
1981-11-05,21.2,14,17.6
1982-11-05,20.2,12,16.1
1983-11-05,20.6,15.4,18
1984-11-05,20.6,9.4,15
1985-11-05,26.4,16.6,21.5
1986-11-05,21.4,11,16.2
1987-11-05,21.2,15.4,18.3
1988-11-05,22,17,19.5
1989-11-05,20.6,10.2,15.4
1990-11-05,19.4,8.8,14.1
1991-11-05,19.4,12,15.7
1992-11-05,20.4,9,14.7
1993-11-05,19.6,11.6,15.6
1994-11-05,19.2,9.8,14.5
1995-11-05,22.4,14,18.2
1996-11-05,23.6,14,18.8
1997-11-05,21.4,17.4,19.4
1998-11-05,22.8,16,19.4
1999-11-05,21.6,11.4,16.5
2000-11-05,21.6,12.2,16.9
2001-11-05,20.8,18,19.4
2002-11-05,22.8,15.4,19.1
2003-11-05,19.8,13,16.4
2004-11-05,18.4,14.2,16.3
2005-11-05,21,12,16.5
2006-11-05,20.8,18.6,19.7
2007-11-05,21.6,11.6,16.6
2008-11-05,17.6,8.2,12.9
2009-11-05,21.2,15.8,18.5
2010-11-05,21.6,9.4,15.5
2011-11-05,19,11,15
2012-11-05,19.9,15.2,17.6
2013-11-05,25.2,19.4,22.3
2014-11-05,18.9,11.3,15.1
2015-11-05,25,15,20
2016-11-05,24.3,16.8,20.6
2017-11-05,22.7,15,18.8
2018-11-05,18.8,10.3,14.6
1950-11-06,22.2,12,17.1
1951-11-06,15.8,14,14.9
1952-11-06,25.6,12.4,19
1953-11-06,21.8,11,16.4
1954-11-06,21.4,14.2,17.8
1955-11-06,23.6,13.6,18.6
1956-11-06,19.8,11.8,15.8
1957-11-06,20,11,15.5
1958-11-06,20.4,12.6,16.5
1959-11-06,18.8,14.2,16.5
1960-11-06,19,13.6,16.3
1962-11-06,15,12,13.5
1963-11-06,21.6,13,17.3
1964-11-06,17.4,8.2,12.8
1965-11-06,17.2,14,15.6
1966-11-06,15.6,13,14.3
1967-11-06,18.6,10.4,14.5
1968-11-06,24,15.8,19.9
1969-11-06,22.6,9.8,16.2
1970-11-06,22.6,10.6,16.6
1971-11-06,18,10.6,14.3
1972-11-06,20,13.4,16.7
1973-11-06,22.6,13.4,18
1974-11-06,19.6,6.2,12.9
1975-11-06,20.4,6,13.2
1976-11-06,20.6,8.8,14.7
1977-11-06,21,10.6,15.8
1978-11-06,21.2,15.8,18.5
1979-11-06,21.2,10.4,15.8
1980-11-06,15.4,10.6,13
1981-11-06,21.4,12,16.7
1982-11-06,18.4,14.8,16.6
1983-11-06,17.2,13.6,15.4
1984-11-06,15.6,9.4,12.5
1985-11-06,28.4,18.4,23.4
1986-11-06,20.4,8.4,14.4
1987-11-06,20,18,19
1988-11-06,19.4,18,18.7
1989-11-06,21,12.8,16.9
1990-11-06,20.8,13,16.9
1991-11-06,19.8,8.6,14.2
1992-11-06,20.2,11.4,15.8
1993-11-06,17.2,7.4,12.3
1994-11-06,19.6,8,13.8
1995-11-06,21.2,18.4,19.8
1996-11-06,20.8,12,16.4
1997-11-06,21.4,12.6,17
1998-11-06,17.8,15.8,16.8
1999-11-06,27,14,20.5
2000-11-06,20.6,11.4,16
2001-11-06,21.8,16,18.9
2002-11-06,22.6,11.6,17.1
2003-11-06,20.4,14.8,17.6
2004-11-06,21.6,16.2,18.9
2005-11-06,20.4,9,14.7
2006-11-06,21.5,17,19.2
2007-11-06,21.6,11,16.3
2008-11-06,20.4,9.6,15
2009-11-06,22.4,14,18.2
2010-11-06,22.6,10.6,16.6
2011-11-06,20.4,11.6,16
2012-11-06,15.4,13.2,14.3
2013-11-06,26.8,15.4,21.1
2014-11-06,21.3,10.6,16
2015-11-06,23.5,14.3,18.9
2016-11-06,20.4,12.3,16.4
2017-11-06,21.8,12.6,17.2
2018-11-06,19.6,7.9,13.8
1950-11-07,20,16.2,18.1
1951-11-07,18.5,14.5,16.5
1952-11-07,25.6,15,20.3
1953-11-07,23.4,11.4,17.4
1954-11-07,21.2,16,18.6
1955-11-07,22,12.8,17.4
1956-11-07,20,15.4,17.7
1957-11-07,18.8,10.8,14.8
1958-11-07,21.2,13.4,17.3
1959-11-07,19.6,12.8,16.2
1960-11-07,15.6,12.8,14.2
1962-11-07,17,10,13.5
1963-11-07,20,14,17
1964-11-07,17,9,13
1965-11-07,19,11.6,15.3
1966-11-07,17,12,14.5
1967-11-07,17,11.8,14.4
1968-11-07,18.4,14,16.2
1969-11-07,22.6,16.6,19.6
1970-11-07,25.4,12.4,18.9
1971-11-07,16.6,10.2,13.4
1972-11-07,20.4,15,17.7
1973-11-07,20.6,10.4,15.5
1974-11-07,17.6,7,12.3
1975-11-07,21.8,7.4,14.6
1976-11-07,17.8,7,12.4
1977-11-07,21.4,11.4,16.4
1978-11-07,19.4,15.6,17.5
1979-11-07,18.6,10,14.3
1980-11-07,18,12.6,15.3
1981-11-07,22.4,10.2,16.3
1982-11-07,21.2,14.2,17.7
1983-11-07,23.6,12.8,18.2
1984-11-07,17.6,13.4,15.5
1985-11-07,28.8,18.2,23.5
1986-11-07,21,7.6,14.3
1987-11-07,18.4,16,17.2
1988-11-07,19.4,17.4,18.4
1989-11-07,22.4,13.4,17.9
1990-11-07,18.4,15.6,17
1991-11-07,19.6,7.8,13.7
1992-11-07,22,12.4,17.2
1993-11-07,19.6,11.5,15.6
1994-11-07,22.4,13.2,17.8
1995-11-07,20.8,13.8,17.3
1996-11-07,20.4,10.8,15.6
1997-11-07,20.6,11.4,16
1998-11-07,19.8,15.8,17.8
1999-11-07,25,17,21
2000-11-07,19.6,8.4,14
2001-11-07,22,16.8,19.4
2002-11-07,26.6,17.6,22.1
2003-11-07,20.4,13.4,16.9
2004-11-07,23.2,14.6,18.9
2005-11-07,20.4,9,14.7
2006-11-07,18.6,16.1,17.4
2007-11-07,21.2,13,17.1
2008-11-07,21,11.8,16.4
2009-11-07,28.8,14.2,21.5
2010-11-07,23.6,10.4,17
2011-11-07,20.5,12.4,16.4
2012-11-07,17.2,15.2,16.2
2013-11-07,27.4,13.5,20.4
2014-11-07,24,14.4,19.2
2015-11-07,22.8,13.6,18.2
2016-11-07,18.2,10,14.1
2017-11-07,21.1,8.6,14.8
2018-11-07,22.1,8.2,15.2
1950-11-08,21.8,13,17.4
1951-11-08,19.4,11.2,15.3
1952-11-08,21.2,16.2,18.7
1953-11-08,19.2,11,15.1
1954-11-08,21.4,17.2,19.3
1955-11-08,20,14,17
1956-11-08,19,12.2,15.6
1957-11-08,18,10.6,14.3
1958-11-08,22.6,11.4,17
1959-11-08,19.8,14,16.9
1960-11-08,15.4,12.8,14.1
1962-11-08,17,10,13.5
1963-11-08,20,8,14
1964-11-08,20,11,15.5
1965-11-08,21,11.8,16.4
1966-11-08,18,13.4,15.7
1967-11-08,15.6,11.6,13.6
1968-11-08,21,12.4,16.7
1969-11-08,20.4,13.6,17
1970-11-08,20,13.8,16.9
1971-11-08,19.4,7,13.2
1972-11-08,20.6,12,16.3
1973-11-08,20,12.2,16.1
1974-11-08,18.8,5.2,12
1975-11-08,19.2,6.2,12.7
1976-11-08,17.6,7.2,12.4
1977-11-08,20.6,8.8,14.7
1978-11-08,21.6,13.8,17.7
1979-11-08,19.6,9,14.3
1980-11-08,16.4,12.6,14.5
1981-11-08,26.8,11,18.9
1982-11-08,18.6,13.4,16
1983-11-08,20.6,14.4,17.5
1984-11-08,17.4,13.8,15.6
1985-11-08,28.8,13.2,21
1986-11-08,23.6,7.4,15.5
1987-11-08,21.2,12.4,16.8
1988-11-08,19.4,16.4,17.9
1989-11-08,24,9,16.5
1990-11-08,18.2,16.4,17.3
1991-11-08,19.2,7.8,13.5
1992-11-08,19.8,12.6,16.2
1993-11-08,18,9.4,13.7
1994-11-08,22,12,17
1995-11-08,21.4,10,15.7
1996-11-08,21,8.4,14.7
1997-11-08,23.4,14.4,18.9
1998-11-08,20,13.4,16.7
1999-11-08,22,12,17
2000-11-08,19,6.6,12.8
2001-11-08,22.8,14.2,18.5
2002-11-08,28.4,15.4,21.9
2003-11-08,20.4,12.6,16.5
2004-11-08,20,13.4,16.7
2005-11-08,21.4,11.6,16.5
2006-11-08,18.6,15.8,17.2
2007-11-08,22.4,13,17.7
2008-11-08,21.4,13.2,17.3
2009-11-08,21,14.2,17.6
2010-11-08,20,12.6,16.3
2011-11-08,20.4,14,17.2
2012-11-08,19.4,16.2,17.8
2013-11-08,23.2,17.6,20.4
2014-11-08,21.9,14.4,18.2
2015-11-08,22.5,15.4,19
2016-11-08,18.8,10.1,14.4
2017-11-08,20.9,7.7,14.3
2018-11-08,19.7,12.5,16.1
1950-11-09,19,13,16
1951-11-09,18,11.6,14.8
1952-11-09,23.2,9.8,16.5
1953-11-09,19,12,15.5
1954-11-09,21.6,14,17.8
1955-11-09,20,17,18.5
1956-11-09,15,13.8,14.4
1957-11-09,15.4,8.6,12
1958-11-09,22,12.4,17.2
1959-11-09,24.2,14,19.1
1960-11-09,20,13.4,16.7
1962-11-09,19,8,13.5
1963-11-09,21,8,14.5
1964-11-09,19.6,13.4,16.5
1965-11-09,20.6,12,16.3
1966-11-09,19.6,12,15.8
1967-11-09,16.2,10,13.1
1968-11-09,21.4,12.6,17
1969-11-09,22.6,12.6,17.6
1970-11-09,21.6,13.8,17.7
1971-11-09,18.6,10.6,14.6
1972-11-09,19.6,10.2,14.9
1973-11-09,20.4,10,15.2
1974-11-09,18.8,5,11.9
1975-11-09,15,7.6,11.3
1976-11-09,17.4,7.8,12.6
1977-11-09,20.6,12,16.3
1978-11-09,17.4,14,15.7
1979-11-09,22.8,14.4,18.6
1980-11-09,20.4,13.2,16.8
1981-11-09,20.8,16.2,18.5
1982-11-09,18.6,10,14.3
1983-11-09,22.6,13,17.8
1984-11-09,17.2,10.8,14
1985-11-09,26,11.4,18.7
1986-11-09,20,10.6,15.3
1987-11-09,21.4,10.8,16.1
1988-11-09,21.2,14.2,17.7
1989-11-09,20.4,10.4,15.4
1990-11-09,22.6,15.2,18.9
1991-11-09,18.2,6.8,12.5
1992-11-09,20.8,13.4,17.1
1993-11-09,17.2,11.4,14.3
1994-11-09,20.4,15,17.7
1995-11-09,19.4,11.4,15.4
1996-11-09,20.4,10.4,15.4
1997-11-09,23,13.4,18.2
1998-11-09,21.2,13.2,17.2
1999-11-09,19.4,12,15.7
2000-11-09,17.8,8,12.9
2001-11-09,18.4,11,14.7
2002-11-09,27,16,21.5
2003-11-09,22.2,13,17.6
2004-11-09,21,13.4,17.2
2005-11-09,19.6,12.6,16.1
2006-11-09,21.4,14.4,17.9
2007-11-09,19.8,10.2,15
2008-11-09,19.2,9.8,14.5
2009-11-09,21.2,14.4,17.8
2010-11-09,23,15.2,19.1
2011-11-09,20,11.4,15.7
2012-11-09,18,14.8,16.4
2013-11-09,24.6,16.4,20.5
2014-11-09,18.9,11.9,15.4
2015-11-09,22.9,14.4,18.6
2016-11-09,21.4,9.4,15.4
2017-11-09,21.1,12.7,16.9
2018-11-09,18.4,11.3,14.8
1950-11-10,20.2,14.2,17.2
1951-11-10,17.5,11.4,14.4
1952-11-10,19.6,10.4,15
1953-11-10,19.2,12.4,15.8
1954-11-10,21.4,15.6,18.5
1955-11-10,21,15.4,18.2
1956-11-10,21,11.4,16.2
1957-11-10,18.6,7.8,13.2
1958-11-10,18,11.2,14.6
1959-11-10,22.8,14.8,18.8
1960-11-10,21,14.6,17.8
1962-11-10,18,8.4,13.2
1963-11-10,20,13,16.5
1964-11-10,20.4,12,16.2
1965-11-10,18,9.6,13.8
1966-11-10,19.6,9.6,14.6
1967-11-10,18.6,10,14.3
1968-11-10,22,13.2,17.6
1969-11-10,20.6,9.2,14.9
1970-11-10,20.4,11.2,15.8
1971-11-10,13.4,7.6,10.5
1972-11-10,21.2,10.2,15.7
1973-11-10,19.4,12.6,16
1974-11-10,19.2,5.4,12.3
1975-11-10,18.6,11.4,15
1976-11-10,18,9.4,13.7
1977-11-10,21.4,11.8,16.6
1978-11-10,17.2,12.2,14.7
1979-11-10,23,10.2,16.6
1980-11-10,20.6,11.8,16.2
1981-11-10,20.6,13,16.8
1982-11-10,20.6,10.6,15.6
1983-11-10,21.6,12.6,17.1
1984-11-10,19.2,10.8,15
1985-11-10,24.4,12.8,18.6
1986-11-10,20.6,9,14.8
1987-11-10,19.8,14.6,17.2
1988-11-10,21.8,14.2,18
1989-11-10,21.2,14,17.6
1990-11-10,22,14.2,18.1
1991-11-10,18.8,9,13.9
1992-11-10,20.4,10.6,15.5
1993-11-10,19.8,12,15.9
1994-11-10,22.4,15.6,19
1995-11-10,20.2,13.8,17
1996-11-10,21.2,9.2,15.2
1997-11-10,20.8,14,17.4
1998-11-10,22.6,9.8,16.2
1999-11-10,20.4,15,17.7
2000-11-10,18,6.8,12.4
2001-11-10,14,4.6,9.3
2002-11-10,27.4,18.2,22.8
2003-11-10,20,14.8,17.4
2004-11-10,23.4,13.6,18.5
2005-11-10,20.6,10.2,15.4
2006-11-10,22,12.4,17.2
2007-11-10,21.4,14.3,17.8
2008-11-10,19,10.8,14.9
2009-11-10,24,13,18.5
2010-11-10,21,12.3,16.6
2011-11-10,20.2,10.2,15.2
2012-11-10,20.6,12.2,16.4
2013-11-10,26.1,12.8,19.4
2014-11-10,19.9,9.5,14.7
2015-11-10,22.6,13.3,18
2016-11-10,20,14.2,17.1
2017-11-10,21.3,9.5,15.4
2018-11-10,22,13.5,17.8
1950-11-11,19.8,16.4,18.1
1951-11-11,20,11.5,15.8
1952-11-11,22.6,7.8,15.2
1953-11-11,19.3,12,15.6
1954-11-11,25.5,16.6,21
1955-11-11,18.2,13.8,16
1956-11-11,21,10.8,15.9
1957-11-11,16.8,6.6,11.7
1958-11-11,20,10.4,15.2
1959-11-11,21.4,14.4,17.9
1960-11-11,20.2,13.8,17
1961-11-11,20,11.2,15.6
1963-11-11,21,13,17
1964-11-11,24,13,18.5
1965-11-11,17,11,14
1966-11-11,17.6,9.6,13.6
1967-11-11,21,12.2,16.6
1968-11-11,19.2,12,15.6
1969-11-11,20,15.4,17.7
1970-11-11,20.4,14,17.2
1971-11-11,15.6,5.8,10.7
1972-11-11,22.6,10.4,16.5
1973-11-11,20.4,13.6,17
1974-11-11,18.8,6.6,12.7
1975-11-11,18.8,10.4,14.6
1976-11-11,15.6,9.8,12.7
1977-11-11,20,10.4,15.2
1978-11-11,19.4,11,15.2
1979-11-11,18,7.4,12.7
1980-11-11,16.4,12.6,14.5
1981-11-11,21.2,10.8,16
1982-11-11,19.2,7.6,13.4
1983-11-11,22.6,12.2,17.4
1984-11-11,20.6,13.8,17.2
1985-11-11,22.6,12.4,17.5
1986-11-11,19.4,10.6,15
1987-11-11,22.8,11,16.9
1988-11-11,17.4,15,16.2
1989-11-11,21.2,16.2,18.7
1990-11-11,21,12.6,16.8
1991-11-11,18.6,9.8,14.2
1992-11-11,24.4,9.8,17.1
1993-11-11,19.2,11,15.1
1994-11-11,25,17,21
1995-11-11,20,14.6,17.3
1996-11-11,19.2,12,15.6
1997-11-11,21.4,11.2,16.3
1998-11-11,27.4,18.6,23
1999-11-11,20,12.6,16.3
2000-11-11,19,15.8,17.4
2001-11-11,11.8,6.4,9.1
2002-11-11,24.4,15.4,19.9
2003-11-11,21,13,17
2004-11-11,18.4,10.8,14.6
2005-11-11,20.4,6.4,13.4
2006-11-11,21.6,11.2,16.4
2007-11-11,21.6,12.8,17.2
2008-11-11,19.2,10,14.6
2009-11-11,26.4,14.4,20.4
2010-11-11,21.8,10.6,16.2
2011-11-11,20.8,10.2,15.5
2012-11-11,16.6,11,13.8
2013-11-11,25.6,16.2,20.9
2014-11-11,15.6,13.5,14.6
2015-11-11,22,13,17.5
2016-11-11,21.7,9.4,15.6
2017-11-11,24.4,8.1,16.2
2018-11-11,19.9,13.9,16.9
1950-11-12,19.8,12.4,16.1
1951-11-12,21.5,11.1,16.3
1952-11-12,24.8,14.2,19.5
1953-11-12,19.2,11.2,15.2
1954-11-12,19.8,11.8,15.8
1955-11-12,19.2,11.2,15.2
1956-11-12,20.8,14.2,17.5
1957-11-12,17.4,6.2,11.8
1958-11-12,19.2,10,14.6
1959-11-12,23.6,13.2,18.4
1960-11-12,17.2,11.4,14.3
1961-11-12,15.6,9,12.3
1963-11-12,22.6,14.2,18.4
1964-11-12,21.4,12.6,17
1965-11-12,20,12,16
1967-11-12,19.8,12,15.9
1968-11-12,17,8.4,12.7
1969-11-12,20,13.2,16.6
1970-11-12,20.6,14.4,17.5
1971-11-12,15.6,1.4,8.5
1972-11-12,20,12,16
1973-11-12,17.8,13,15.4
1974-11-12,18.6,10,14.3
1975-11-12,20.8,11.4,16.1
1976-11-12,23,10.8,16.9
1977-11-12,20,7.8,13.9
1978-11-12,21,8,14.5
1979-11-12,18,6,12
1980-11-12,22.6,11.4,17
1981-11-12,21.6,8.8,15.2
1982-11-12,20.4,10.4,15.4
1983-11-12,20.2,14.4,17.3
1984-11-12,21.8,15,18.4
1985-11-12,23,11.6,17.3
1986-11-12,17.4,11.4,14.4
1987-11-12,23.2,9,16.1
1988-11-12,22.4,11.4,16.9
1989-11-12,21.4,17,19.2
1990-11-12,21.4,10,15.7
1991-11-12,20,7.2,13.6
