fecha,maxima,minima,tmedia
1991-11-04,18.2,7.6,12.9
1992-11-04,20.4,7.4,13.9
1993-11-04,11.2,7.2,9.2
1994-11-04,11.6,7.4,9.5
1995-11-04,23.9,9,16.4
1996-11-04,21.4,3.2,12.3
1997-11-04,17.8,12.3,15
1998-11-04,15.2,10.2,12.7
1999-11-04,17.6,1.6,9.6
2000-11-04,13.4,2.3,7.8
2001-11-04,15.4,9,12.2
2002-11-04,19.2,8.4,13.8
2003-11-04,14.4,3.2,8.8
2004-11-04,16.4,10.7,13.6
2005-11-04,16.4,8.4,12.4
2006-11-04,15.7,11.6,13.6
2007-11-04,23,3.9,13.4
2008-11-04,10.8,5.4,8.1
2009-11-04,19.5,9.6,14.6
2010-11-04,22.5,8.5,15.5
2011-11-04,12.7,8.3,10.5
2012-11-04,15.3,10.5,12.9
2013-11-04,16.2,9.4,12.8
2014-11-04,13.8,7,10.4
2015-11-04,18.8,10.8,14.8
2016-11-04,17.5,12.4,15
2017-11-04,16.6,11.3,14
2018-11-04,17.2,3,10.1
1950-11-05,16,9.8,12.9
1951-11-05,15.6,10.6,13.1
1952-11-05,16.6,2.9,9.8
1953-11-05,19.2,6.4,12.8
1954-11-05,22.3,11.9,17.1
1955-11-05,19.5,12.8,16.2
1956-11-05,14,3.2,8.6
1957-11-05,14.2,8.2,11.2
1958-11-05,17.9,7.2,12.6
1959-11-05,16.6,7.6,12.1
1960-11-05,12.9,5,9
1961-11-05,16,2.2,9.1
1962-11-05,12,7.4,9.7
1963-11-05,13.4,7.2,10.3
1964-11-05,11.4,10,10.7
1965-11-05,8.8,7.4,8.1
1966-11-05,13.2,9.6,11.4
1967-11-05,11.2,5.6,8.4
1968-11-05,15,8.6,11.8
1969-11-05,17.1,3.7,10.4
1970-11-05,25,9.4,17.2
1971-11-05,18.2,4.8,11.5
1972-11-05,17.1,9.1,13.1
1973-11-05,15.1,13.3,14.2
1974-11-05,13.9,3.7,8.8
1975-11-05,18.2,4,11.1
1976-11-05,19,8.4,13.7
1977-11-05,17.9,9.3,13.6
1978-11-05,17.4,5.8,11.6
1979-11-05,22.6,5.4,14
1980-11-05,9.2,0.2,4.7
1981-11-05,20.4,6.8,13.6
1983-11-05,16.8,11.4,14.1
1984-11-05,13.2,4.6,8.9
1985-11-05,21,14,17.5
1986-11-05,18.4,0.6,9.5
1987-11-05,16.2,10.8,13.5
1988-11-05,18.5,11.5,15
1989-11-05,16,8.6,12.3
1990-11-05,14.8,1.4,8.1
1991-11-05,15,5,10
1992-11-05,21.5,7.4,14.4
1993-11-05,13.5,7.6,10.6
1994-11-05,13.7,7.7,10.7
1995-11-05,21.2,6.4,13.8
1996-11-05,18.2,7.4,12.8
1997-11-05,20.9,11.6,16.2
1998-11-05,15.2,5.2,10.2
1999-11-05,18.6,2.4,10.5
2000-11-05,15.9,7.5,11.7
2001-11-05,15.9,10.6,13.2
2002-11-05,20,6.4,13.2
2003-11-05,15.6,7.6,11.6
2004-11-05,18.2,10.5,14.4
2005-11-05,15.8,4,9.9
2006-11-05,17.4,11.6,14.5
2007-11-05,23.6,3.1,13.4
2008-11-05,14.2,6,10.1
2009-11-05,15.9,7.5,11.7
2010-11-05,22.6,6.5,14.6
2011-11-05,13.7,7.4,10.6
2012-11-05,14.8,4.6,9.7
2013-11-05,22.6,13.4,18
2014-11-05,15,4.3,9.6
2015-11-05,20.1,12.1,16.1
2016-11-05,18.1,10.2,14.2
2017-11-05,17.1,9.3,13.2
2018-11-05,11.5,7.9,9.7
1950-11-06,16.4,9.8,13.1
1951-11-06,16.2,10.2,13.2
1952-11-06,17,7.2,12.1
1953-11-06,19.4,8.6,14
1954-11-06,21.8,14,17.9
1955-11-06,18.8,14.3,16.6
1956-11-06,15.2,0.2,7.7
1957-11-06,9.8,6.8,8.3
1958-11-06,17.7,8,12.8
1959-11-06,14.9,4.7,9.8
1960-11-06,14.6,6.5,10.6
1961-11-06,18.6,2.4,10.5
1962-11-06,10,5.2,7.6
1963-11-06,11.9,7.3,9.6
1964-11-06,11,4.8,7.9
1965-11-06,14.4,8.4,11.4
1966-11-06,12,5.6,8.8
1967-11-06,11.5,1.3,6.4
1968-11-06,16.4,11.6,14
1969-11-06,14.9,4.3,9.6
1970-11-06,24.2,8.2,16.2
1971-11-06,12.4,8.4,10.4
1972-11-06,13.4,9.8,11.6
1973-11-06,14.3,11.1,12.7
1974-11-06,15.5,3.9,9.7
1975-11-06,16.1,3.3,9.7
1976-11-06,14,9.8,11.9
1977-11-06,13.3,10.5,11.9
1978-11-06,20,8,14
1979-11-06,22.6,7.6,15.1
1980-11-06,8.4,0.8,4.6
1981-11-06,21.1,6.3,13.7
1983-11-06,17.4,12.6,15
1984-11-06,14.5,8.9,11.7
1985-11-06,22.8,16,19.4
1986-11-06,20.5,0.3,10.4
1987-11-06,17.4,8.2,12.8
1988-11-06,17.8,12,14.9
1989-11-06,16.5,6.2,11.4
1990-11-06,15.2,7.1,11.2
1991-11-06,14.8,3.8,9.3
1992-11-06,19.2,7,13.1
1993-11-06,11.4,5.8,8.6
1994-11-06,13.7,7.3,10.5
1995-11-06,20.2,7.8,14
1996-11-06,20,2,11
1997-11-06,18.8,6.5,12.6
1998-11-06,15.3,4,9.6
1999-11-06,20.6,8.8,14.7
2000-11-06,16.8,6.9,11.8
2001-11-06,13.8,8.6,11.2
2002-11-06,22.5,7.2,14.8
2003-11-06,17.1,7.8,12.4
2004-11-06,19.3,8,13.6
2005-11-06,18,1.6,9.8
2006-11-06,16.8,8.5,12.6
2007-11-06,20,2.8,11.4
2008-11-06,15.5,4.2,9.8
2009-11-06,18.4,9.5,14
2010-11-06,21.1,7.5,14.3
2011-11-06,15.5,8.4,12
2012-11-06,15.6,6.2,10.9
2013-11-06,24,10.4,17.2
2014-11-06,15.7,5.2,10.4
2015-11-06,22.5,10.3,16.4
2016-11-06,14.5,5.6,10
2017-11-06,16.4,5.9,11.2
2018-11-06,12.1,5.3,8.7
1950-11-07,18,11,14.5
1951-11-07,16.2,9,12.6
1952-11-07,17.6,8.8,13.2
1953-11-07,18.8,3.6,11.2
1954-11-07,19,14,16.5
1955-11-07,18,12.8,15.4
1956-11-07,15,3.8,9.4
1957-11-07,11,4.5,7.8
1958-11-07,19.7,6.6,13.2
1959-11-07,17,7.4,12.2
1960-11-07,11,2,6.5
1961-11-07,17.4,2.4,9.9
1962-11-07,11.7,5.6,8.6
1963-11-07,13.8,7.8,10.8
1964-11-07,12,1.2,6.6
1965-11-07,14.1,9.1,11.6
1966-11-07,12.2,8.4,10.3
1967-11-07,11.9,1.7,6.8
1968-11-07,14.7,11.3,13
1969-11-07,14.7,8.1,11.4
1970-11-07,20.9,10.1,15.5
1971-11-07,11.9,4.3,8.1
1972-11-07,14.8,10.2,12.5
1973-11-07,13.6,4.4,9
1974-11-07,16.6,0,8.3
1975-11-07,15.2,4.4,9.8
1976-11-07,11.6,4,7.8
1977-11-07,14.4,8.6,11.5
1978-11-07,14.9,10.3,12.6
1979-11-07,21.8,3.4,12.6
1980-11-07,16.5,3.3,9.9
1981-11-07,22.5,4.7,13.6
1983-11-07,19,10,14.5
1984-11-07,13,9.4,11.2
1985-11-07,21.4,14,17.7
1986-11-07,20.2,0.2,10.2
1987-11-07,14.6,10.4,12.5
1988-11-07,17.5,11.9,14.7
1989-11-07,20.9,8.5,14.7
1990-11-07,16.2,11.2,13.7
1991-11-07,15.1,1.3,8.2
1992-11-07,21.1,5.6,13.4
1993-11-07,14.6,4.8,9.7
1994-11-07,16,9.8,12.9
1995-11-07,18.1,6.6,12.4
1996-11-07,21.6,2,11.8
1997-11-07,15,8.6,11.8
1998-11-07,15.6,7.2,11.4
1999-11-07,19.6,9.6,14.6
2000-11-07,11.9,4.5,8.2
2001-11-07,18.3,4.9,11.6
2002-11-07,17.6,6.3,12
2003-11-07,19.6,5.1,12.4
2004-11-07,18.6,8.4,13.5
2005-11-07,18.2,1.6,9.9
2006-11-07,15.5,12,13.8
2007-11-07,20.5,3,11.8
2008-11-07,13.4,5.4,9.4
2009-11-07,17.7,8.8,13.2
2010-11-07,16.3,9.5,12.9
2011-11-07,15.2,10,12.6
2012-11-07,11.1,3.5,7.3
2013-11-07,17.9,11,14.4
2014-11-07,19.4,11.1,15.2
2015-11-07,24.2,10.7,17.4
2016-11-07,12.3,4.1,8.2
2017-11-07,18.2,4.5,11.4
2018-11-07,16.6,9.1,12.8
1950-11-08,22,8.2,15.1
1951-11-08,13.6,9,11.3
1952-11-08,15.8,6.6,11.2
1953-11-08,17,1.8,9.4
1954-11-08,15.8,13,14.4
1955-11-08,16.5,12.9,14.7
1956-11-08,13.4,1.4,7.4
1957-11-08,7.3,0.6,4
1958-11-08,20.8,8.3,14.6
1959-11-08,16.8,4,10.4
1960-11-08,11,6.8,8.9
1961-11-08,16.8,4,10.4
1962-11-08,12.4,5,8.7
1963-11-08,10.2,4,7.1
1964-11-08,14.6,3.8,9.2
1965-11-08,14.5,7.5,11
1966-11-08,13.2,8.8,11
1967-11-08,9,6.2,7.6
1968-11-08,15.7,10.3,13
1969-11-08,14.8,10,12.4
1970-11-08,18,7.4,12.7
1971-11-08,16.9,9.5,13.2
1972-11-08,13.3,7.7,10.5
1973-11-08,13.7,2.5,8.1
1974-11-08,19.8,2.6,11.2
1975-11-08,13.2,4.4,8.8
1976-11-08,13.3,5.3,9.3
1977-11-08,11.4,6.2,8.8
1978-11-08,14,11.6,12.8
1979-11-08,21,5.8,13.4
1980-11-08,11.5,9.3,10.4
1981-11-08,20.2,4.4,12.3
1983-11-08,18.7,12.7,15.7
1984-11-08,13,9.4,11.2
1985-11-08,25.6,9.2,17.4
1986-11-08,17.5,1.9,9.7
1987-11-08,16.8,12,14.4
1988-11-08,16.1,12.7,14.4
1989-11-08,19.3,7.3,13.3
1990-11-08,18.1,13.3,15.7
1991-11-08,18.3,0.6,9.4
1992-11-08,21,9,15
1993-11-08,14.9,7.4,11.2
1994-11-08,17.2,10.8,14
1995-11-08,18.4,6.4,12.4
1996-11-08,20.3,2.6,11.4
1997-11-08,16.9,9.4,13.2
1998-11-08,18.6,6.6,12.6
1999-11-08,20.8,4.2,12.5
2000-11-08,12.4,4,8.2
2001-11-08,19.8,4.4,12.1
2002-11-08,17.2,3.2,10.2
2003-11-08,17.4,9.2,13.3
2004-11-08,18,3.4,10.7
2005-11-08,19.4,1.4,10.4
2006-11-08,20,12.1,16
2007-11-08,21.5,2.4,12
2008-11-08,15.4,7.6,11.5
2009-11-08,16.2,8.1,12.2
2010-11-08,14.4,5.9,10.2
2011-11-08,16.5,7.5,12
2012-11-08,14.1,10.5,12.3
2013-11-08,17.9,10.4,14.2
2014-11-08,15.3,9,12.2
2015-11-08,24.3,10.3,17.3
2016-11-08,13.7,3.4,8.6
2017-11-08,15.9,4.5,10.2
2018-11-08,17,5.6,11.3
1950-11-09,20.2,7.6,13.9
1951-11-09,11,7.8,9.4
1952-11-09,16.4,7.4,11.9
1953-11-09,18.2,1.2,9.7
1954-11-09,15.4,11.8,13.6
1955-11-09,15.9,9.7,12.8
1956-11-09,13.3,9.8,11.6
1957-11-09,9,3.1,6
1958-11-09,16,8.3,12.2
1959-11-09,15.5,4.5,10
1960-11-09,14.4,7.8,11.1
1961-11-09,16.8,10,13.4
1962-11-09,10.8,6.6,8.7
1963-11-09,19.6,9,14.3
1964-11-09,14.6,6,10.3
1965-11-09,14.8,6.8,10.8
1966-11-09,15.1,8.5,11.8
1967-11-09,12.6,2.4,7.5
1968-11-09,17.2,8.2,12.7
1969-11-09,15.4,3.8,9.6
1970-11-09,17.1,7.1,12.1
1971-11-09,8.2,5.4,6.8
1972-11-09,12.2,5.2,8.7
1973-11-09,15.5,2.5,9
1974-11-09,20.6,2.4,11.5
1975-11-09,12,0,6
1976-11-09,15.2,11.3,13.2
1977-11-09,17.9,3.1,10.5
1978-11-09,12.7,10.7,11.7
1979-11-09,17,6.8,11.9
1980-11-09,13.9,9.7,11.8
1981-11-09,16.8,7.2,12
1983-11-09,15.7,10.7,13.2
1984-11-09,15.6,6.4,11
1985-11-09,25,9.6,17.3
1986-11-09,18,0.2,9.1
1987-11-09,16.8,10,13.4
1988-11-09,18.8,9.8,14.3
1989-11-09,19.6,7.3,13.4
1990-11-09,17.3,10.1,13.7
1991-11-09,18,1,9.5
1992-11-09,18.7,5.7,12.2
1993-11-09,15.5,5.9,10.7
1994-11-09,16,10.6,13.3
1995-11-09,20.4,6.8,13.6
1996-11-09,19.5,6,12.8
1997-11-09,15.6,10.2,12.9
1998-11-09,20.6,5.6,13.1
1999-11-09,17.6,4.4,11
2000-11-09,13.3,0.5,6.9
2001-11-09,11.8,0.7,6.2
2002-11-09,22,9.2,15.6
2003-11-09,18.2,9.7,14
2004-11-09,17.9,3.6,10.8
2005-11-09,14.4,5,9.7
2006-11-09,19.6,10.4,15
2007-11-09,18.8,3.5,11.2
2008-11-09,15.7,3.1,9.4
2009-11-09,16.9,7.8,12.4
2010-11-09,15,9.1,12
2011-11-09,15.1,5.8,10.4
2012-11-09,17.1,10.2,13.6
2013-11-09,17,7.8,12.4
2014-11-09,13.9,5.7,9.8
2015-11-09,22.7,7.9,15.3
2016-11-09,15.7,7.9,11.8
2017-11-09,14.3,1.6,8
2018-11-09,13.8,6,9.9
1950-11-10,21.4,14.6,18
1951-11-10,10.6,6.4,8.5
1952-11-10,17.7,2.6,10.2
1953-11-10,15.8,4.8,10.3
1954-11-10,15.6,9.2,12.4
1955-11-10,15.2,8,11.6
1956-11-10,9.6,8,8.8
1957-11-10,10.9,4,7.4
1958-11-10,13.8,3.7,8.8
1959-11-10,15,3.7,9.4
1960-11-10,11.5,7.5,9.5
1961-11-10,14.1,4.2,9.2
1962-11-10,11.6,7.8,9.7
1963-11-10,17.2,8,12.6
1964-11-10,14.7,3.5,9.1
1965-11-10,13,3.8,8.4
1966-11-10,12.7,9.3,11
1967-11-10,16.2,8.8,12.5
1968-11-10,13.2,5.4,9.3
1969-11-10,12.8,5.6,9.2
1970-11-10,17.7,5.5,11.6
1971-11-10,9.3,2.5,5.9
1972-11-10,14.8,7,10.9
1973-11-10,16.1,3.1,9.6
1974-11-10,18.4,2.2,10.3
1975-11-10,15.2,-0.4,7.4
1976-11-10,10.7,5.7,8.2
1977-11-10,17.6,6.6,12.1
1978-11-10,12,10.6,11.3
1979-11-10,12.9,5.3,9.1
1980-11-10,14,6,10
1981-11-10,17,5.2,11.1
1983-11-10,16.3,9.7,13
1984-11-10,11.3,3.9,7.6
1985-11-10,24,8,16
1986-11-10,18,-0.4,8.8
1987-11-10,17.8,8.2,13
1988-11-10,18.9,7.7,13.3
1989-11-10,19.4,7.2,13.3
1990-11-10,17.1,9.1,13.1
1991-11-10,14.5,2.4,8.4
1992-11-10,19.2,6,12.6
1993-11-10,16,2.9,9.4
1994-11-10,17.4,9.9,13.6
1995-11-10,17.1,10.4,13.8
1996-11-10,18,3.4,10.7
1997-11-10,15.4,7.8,11.6
1998-11-10,21.9,9.8,15.8
1999-11-10,16,3.6,9.8
2000-11-10,13.6,-0.6,6.5
2001-11-10,9,-1.6,3.7
2002-11-10,21.9,7.6,14.8
2003-11-10,17.2,10,13.6
2004-11-10,15.3,5.5,10.4
2005-11-10,17.4,5.6,11.5
2006-11-10,20.2,8,14.1
2007-11-10,18.8,3.8,11.3
2008-11-10,18,3.8,10.9
2009-11-10,18.4,6.8,12.6
2010-11-10,14.5,6.9,10.7
2011-11-10,19.3,9.8,14.6
2012-11-10,14.1,7.2,10.6
2013-11-10,19.7,6.7,13.2
2014-11-10,14.5,2.2,8.4
2015-11-10,23.1,5.4,14.2
2016-11-10,15.7,5.1,10.4
2017-11-10,19.3,2.4,10.8
2018-11-10,16,11.4,13.7
1950-11-11,16,14,15
1951-11-11,12.4,6.8,9.6
1952-11-11,18,3.2,10.6
1953-11-11,14.4,3.2,8.8
1954-11-11,20,9.8,14.9
1955-11-11,14.9,4.1,9.5
1956-11-11,14.5,8.1,11.3
1957-11-11,10,0.8,5.4
1958-11-11,11,5.7,8.4
1959-11-11,13.2,8.7,11
1960-11-11,13.1,8.2,10.6
1961-11-11,11.6,4,7.8
1962-11-11,12.1,5.3,8.7
1963-11-11,17.8,13.2,15.5
1964-11-11,13.4,9,11.2
1965-11-11,12.8,8.6,10.7
1966-11-11,12.5,2.7,7.6
1967-11-11,17.1,7.7,12.4
1968-11-11,16.7,6.1,11.4
1969-11-11,18.3,8.5,13.4
1970-11-11,15.5,2.1,8.8
1971-11-11,9.5,2.9,6.2
1972-11-11,15.7,5.7,10.7
1973-11-11,17,4.8,10.9
1974-11-11,17.4,2,9.7
1975-11-11,18,4.6,11.3
1976-11-11,9,5.4,7.2
1977-11-11,20.2,4.6,12.4
1978-11-11,12.7,9.3,11
1979-11-11,12.9,0.5,6.7
1980-11-11,15.6,8.4,12
1981-11-11,20.2,4.2,12.2
1983-11-11,17,8,12.5
1984-11-11,19.8,7.8,13.8
1985-11-11,21.8,8.5,15.2
1986-11-11,16.4,6,11.2
1987-11-11,19.6,7.6,13.6
1988-11-11,16.6,12.8,14.7
1989-11-11,21.6,11.8,16.7
1990-11-11,16.2,4.8,10.5
1991-11-11,14.7,-1,6.8
1992-11-11,16.6,8.5,12.6
1993-11-11,16.9,3.5,10.2
1994-11-11,20.8,11.5,16.2
1995-11-11,16.3,9.4,12.8
1996-11-11,14.4,7.1,10.8
1997-11-11,12,5.8,8.9
1998-11-11,20.1,9.4,14.8
1999-11-11,8.2,5.4,6.8
2000-11-11,14.4,4.4,9.4
2001-11-11,11.6,-4.4,3.6
2002-11-11,18,8.1,13
2003-11-11,16.7,8.8,12.8
2004-11-11,13.4,3.5,8.4
2005-11-11,15.8,4.4,10.1
2006-11-11,19.4,6,12.7
2007-11-11,19.2,-0.4,9.4
2008-11-11,15.1,5.5,10.3
2009-11-11,19.6,6.7,13.2
2010-11-11,15.8,3.3,9.6
2011-11-11,22.4,11.8,17.1
2012-11-11,12.3,4.8,8.6
2013-11-11,22.6,7.4,15
2014-11-11,13.3,7.6,10.4
2015-11-11,22.5,4.3,13.4
2016-11-11,16.3,1.9,9.1
2017-11-11,20.5,6.4,13.4
2018-11-11,20.4,11.9,16.2
1950-11-12,13,6,9.5
1951-11-12,14.6,9,11.8
1952-11-12,17.6,3.6,10.6
1953-11-12,14.2,2.6,8.4
1954-11-12,17.7,6.4,12
1955-11-12,12,9.8,10.9
1956-11-12,14.8,7.8,11.3
1957-11-12,13,0.1,6.6
1958-11-12,12.5,2.8,7.6
1959-11-12,15,9.9,12.4
1960-11-12,10.4,4.6,7.5
1961-11-12,9,4.2,6.6
1962-11-12,13,8,10.5
1963-11-12,15.5,13.1,14.3
1964-11-12,13.2,6.2,9.7
1965-11-12,14.2,8.2,11.2
1966-11-12,12.8,0.6,6.7
1967-11-12,17.5,6.7,12.1
1968-11-12,13.5,1.7,7.6
1969-11-12,14.3,12.5,13.4
1970-11-12,11.1,5.8,8.4
